"","V1","V2","V3","V4"
"459","0.9","30","edf","37.4506368046475"
"460","0.9","30","mse","189.105294984578"
"461","0.9","31","edf","37.5194561102479"
"462","0.9","31","mse","327.011422233192"
"463","0.9","32","edf","42.2577568923666"
"464","0.9","32","mse","332.66186420818"
"465","0.9","33","edf","40.2023665175441"
"466","0.9","33","mse","339.095589305354"
"467","0.9","34","edf","36.4512295966646"
"468","0.9","34","mse","261.393152764031"
"469","0.9","35","edf","35.4512174577641"
"470","0.9","35","mse","248.050783063912"
"471","0.9","36","edf","37.9020027261969"
"472","0.9","36","mse","220.208246289804"
"473","0.9","37","edf","34.2693340630324"
"474","0.9","37","mse","322.023309253949"
"475","0.9","38","edf","44.8539274636337"
"476","0.9","38","mse","190.304806729144"
"477","0.9","39","edf","41.7543507606396"
"478","0.9","39","mse","227.803209810363"
"479","0.9","40","edf","40.5059537106129"
"480","0.9","40","mse","196.690437154422"
"481","0.9","41","edf","41.7038485297556"
"482","0.9","41","mse","258.017644622157"
"483","0.9","42","edf","34.559603362259"
"484","0.9","42","mse","399.109623183856"
"485","0.9","43","edf","40.2217257374605"
"486","0.9","43","mse","263.922474032636"
"487","0.9","44","edf","38.3905966095793"
"488","0.9","44","mse","274.580828769402"
"489","0.9","45","edf","36.7383056758456"
"490","0.9","45","mse","299.835442124952"
"491","0.9","46","edf","36.3565839738931"
"492","0.9","46","mse","278.312412996841"
"493","0.9","47","edf","40.2134042101537"
"494","0.9","47","mse","217.87557405511"
"495","0.9","48","edf","51.9033388511233"
"496","0.9","48","mse","244.436191230599"
"497","0.9","49","edf","36.4367639725295"
"498","0.9","49","mse","254.619874017188"
"499","0.9","50","edf","38.7205720573322"
"500","0.9","50","mse","271.471881690943"
"501","0.9","51","edf","41.7025479470448"
"502","0.9","51","mse","217.102941974739"
"503","0.9","52","edf","38.9845650370237"
"504","0.9","52","mse","222.648936618041"
"505","0.9","53","edf","39.2121158644275"
"506","0.9","53","mse","428.650142169312"
